subject_id,Left/Right Fist 1_beta_entropy_real,Left/Right Fist 1_beta_entropy_imagined,Left/Right Fist 1_beta_entropy_gap,Left/Right Fist 1_alpha_entropy_real,Left/Right Fist 1_alpha_entropy_imagined,Left/Right Fist 1_alpha_entropy_gap,Left/Right Fist 1_beta_lzc_real,Left/Right Fist 1_beta_lzc_imagined,Left/Right Fist 1_beta_lzc_gap,Left/Right Fist 1_alpha_lzc_real,Left/Right Fist 1_alpha_lzc_imagined,Left/Right Fist 1_alpha_lzc_gap,Left/Right Fist 1_tar_real,Left/Right Fist 1_tar_imagined,Left/Right Fist 1_tar_gap,Fists/Feet 1_beta_entropy_real,Fists/Feet 1_beta_entropy_imagined,Fists/Feet 1_beta_entropy_gap,Fists/Feet 1_alpha_entropy_real,Fists/Feet 1_alpha_entropy_imagined,Fists/Feet 1_alpha_entropy_gap,Fists/Feet 1_beta_lzc_real,Fists/Feet 1_beta_lzc_imagined,Fists/Feet 1_beta_lzc_gap,Fists/Feet 1_alpha_lzc_real,Fists/Feet 1_alpha_lzc_imagined,Fists/Feet 1_alpha_lzc_gap,Fists/Feet 1_tar_real,Fists/Feet 1_tar_imagined,Fists/Feet 1_tar_gap,Left/Right Fist 2_beta_entropy_real,Left/Right Fist 2_beta_entropy_imagined,Left/Right Fist 2_beta_entropy_gap,Left/Right Fist 2_alpha_entropy_real,Left/Right Fist 2_alpha_entropy_imagined,Left/Right Fist 2_alpha_entropy_gap,Left/Right Fist 2_beta_lzc_real,Left/Right Fist 2_beta_lzc_imagined,Left/Right Fist 2_beta_lzc_gap,Left/Right Fist 2_alpha_lzc_real,Left/Right Fist 2_alpha_lzc_imagined,Left/Right Fist 2_alpha_lzc_gap,Left/Right Fist 2_tar_real,Left/Right Fist 2_tar_imagined,Left/Right Fist 2_tar_gap,Fists/Feet 2_beta_entropy_real,Fists/Feet 2_beta_entropy_imagined,Fists/Feet 2_beta_entropy_gap,Fists/Feet 2_alpha_entropy_real,Fists/Feet 2_alpha_entropy_imagined,Fists/Feet 2_alpha_entropy_gap,Fists/Feet 2_beta_lzc_real,Fists/Feet 2_beta_lzc_imagined,Fists/Feet 2_beta_lzc_gap,Fists/Feet 2_alpha_lzc_real,Fists/Feet 2_alpha_lzc_imagined,Fists/Feet 2_alpha_lzc_gap,Fists/Feet 2_tar_real,Fists/Feet 2_tar_imagined,Fists/Feet 2_tar_gap,Left/Right Fist 3_beta_entropy_real,Left/Right Fist 3_beta_entropy_imagined,Left/Right Fist 3_beta_entropy_gap,Left/Right Fist 3_alpha_entropy_real,Left/Right Fist 3_alpha_entropy_imagined,Left/Right Fist 3_alpha_entropy_gap,Left/Right Fist 3_beta_lzc_real,Left/Right Fist 3_beta_lzc_imagined,Left/Right Fist 3_beta_lzc_gap,Left/Right Fist 3_alpha_lzc_real,Left/Right Fist 3_alpha_lzc_imagined,Left/Right Fist 3_alpha_lzc_gap,Left/Right Fist 3_tar_real,Left/Right Fist 3_tar_imagined,Left/Right Fist 3_tar_gap,Fists/Feet 3_beta_entropy_real,Fists/Feet 3_beta_entropy_imagined,Fists/Feet 3_beta_entropy_gap,Fists/Feet 3_alpha_entropy_real,Fists/Feet 3_alpha_entropy_imagined,Fists/Feet 3_alpha_entropy_gap,Fists/Feet 3_beta_lzc_real,Fists/Feet 3_beta_lzc_imagined,Fists/Feet 3_beta_lzc_gap,Fists/Feet 3_alpha_lzc_real,Fists/Feet 3_alpha_lzc_imagined,Fists/Feet 3_alpha_lzc_gap,Fists/Feet 3_tar_real,Fists/Feet 3_tar_imagined,Fists/Feet 3_tar_gap
S025,-0.057128542688487216,-0.0559113929912507,-0.0012171496972365192,-0.09487367195576935,-0.07480211420761018,-0.020071557748159163,-0.057316485747014645,-0.06795360386848076,0.010637118121466116,-0.027214067246285473,-0.036446282974350416,0.009232215728064944,-0.09737119490152282,-0.09798138231388043,0.0006101874123576045,-0.05496727077780206,-0.0530275378509919,-0.001939732926810156,-0.0853136966655772,-0.06326173545144198,-0.02205196121413522,-0.07277041207442768,-0.06233399429487602,-0.010436417779551656,-0.04527709801858643,-0.028618969639686645,-0.016658128378899788,-0.09511572289062376,-0.09406769235900792,-0.00104803053161584,-0.05995521353272393,-0.04972067572600214,-0.010234537806721788,-0.08255932460111381,-0.0717459468405025,-0.010813377760611309,-0.04928847207043644,-0.07056270831336868,0.02127423624293224,-0.040259589470725055,-0.04768550212155989,0.007425912650834837,-0.09789977148486464,-0.09612005514327827,-0.001779716341586371,-0.057697667157115995,-0.05513550694291347,-0.0025621602142025246,-0.05648154922774162,-0.05060546864644011,-0.005876080581301513,-0.06313679566253384,-0.05711578540510019,-0.006021010257433651,-0.02480566314331202,-0.048086902805388805,0.023281239662076784,-0.09494134186505117,-0.09427854337563901,-0.0006627984894121558,-0.062475326185260416,-0.04965118619371833,-0.012824139991542083,-0.06204663111623032,-0.057879432592458535,-0.004167198523771787,-0.06032699087573147,-0.07156621002294096,0.01123921914720949,-0.021393757330766275,-0.025207063827140927,0.003813306496374652,-0.09756722406013436,-0.09645838884335733,-0.0011088352167770293,-0.055901786671182396,-0.04734887628825535,-0.008552910382927048,-0.0452939825526657,-0.025141853946795245,-0.020152128605870456,-0.06574590010742176,-0.06554519976550731,-0.00020070034191445318,-0.05210090964367791,-0.05089670759219118,-0.001204202051486733,-0.08892218981874173,-0.09858592344189204,0.009663733623150317
S026,-0.05632216811942248,-0.04440606481395204,-0.011916103305470438,-0.06987279151789638,-0.06361604131576859,-0.006256750202127792,-0.04856674067547616,-0.05478845127482427,0.006221710599348111,-0.0651987051120593,-0.07342741913055195,0.00822871401849265,-0.10416878427383015,-0.11049397871808037,0.006325194444250212,-0.05268018303800437,-0.03961218743010031,-0.01306799560790406,-0.06639839797349756,-0.06075362494800862,-0.005644773025488936,-0.05238004717185081,-0.04374993246952924,-0.00863011470232157,-0.06158609895759909,-0.045128670920613775,-0.016457428036985314,-0.09728566579726917,-0.10376791340072541,0.00648224760345624,-0.04462554798475804,-0.04717810266333344,0.0025525546785754027,-0.06556807331695891,-0.06338925118850758,-0.00217882212845133,-0.05840105742928446,-0.059605259480771194,0.001204202051486733,-0.06118469827377019,-0.06720570853120385,0.006021010257433658,-0.1067238596374224,-0.10988324607352556,0.0031593864361031676,-0.04161916441451252,-0.033499669157803336,-0.008119495256709186,-0.06551260317794516,-0.053651548375342806,-0.011861054802602355,-0.04916884170121951,-0.04896814135930507,-0.0002007003419144393,-0.06941341229226286,-0.05817419314505336,-0.011239219147209503,-0.10163522975651441,-0.10716610109914382,0.005530871342629404,-0.04205094965667866,-0.04548955275438571,0.003438603097707049,-0.05763193455159876,-0.052852712111304045,-0.004779222440294717,-0.05820035708737,-0.05418635024908091,-0.0040140068382890914,-0.05957909553845456,-0.06820921024077613,0.00863011470232157,-0.10587774085029475,-0.11422852067022796,0.008350779819933207,-0.04122653841187429,-0.04528720055633084,0.0040606621444565505,-0.06294348316986531,-0.06009691802740258,-0.0028465651424627314,-0.056996155035883275,-0.06281646495140247,0.005820309915519198,-0.04793847570741615,-0.07101901502757849,0.023080539320162338,-0.0971942487833587,-0.11122581049349205,0.014031561710133353
S027,-0.014220253076037137,-0.013119728606961534,-0.0011005244690756033,-0.020580717151111982,-0.014517658723582128,-0.006063058427529855,-0.04865631256340927,-0.04343810367363343,-0.005218208889775838,-0.0704986421711424,-0.06507973293945213,-0.005418909231690278,0.06707865788473416,0.07628724611151255,-0.009208588226778391,-0.0072647837129461434,-0.02161506915170819,0.014350285438762045,-0.02427306629042436,-0.011190685906648068,-0.013082380383776293,-0.05006121495681046,-0.05708572692381639,0.007024511967005931,-0.046013200457578896,-0.058456621656275104,0.012443421198696208,0.05252694898514748,0.051422968509071465,0.0011039804760760163,-0.011107179137227807,-0.01476275387596293,0.0036555747387351234,-0.01523921922084559,-0.008209447271350867,-0.007029771949494723,-0.05086401632446828,-0.04424090504129125,-0.0066231112831770245,-0.048421604560552355,-0.05644961823713056,0.008028013676578204,0.0710090724760552,0.09699788024283268,-0.025988807766777478,-0.005305809645081094,-0.011979200041527416,0.0066733903964463215,-0.009336082313274985,-0.0003411937532360465,-0.008994888560038938,-0.04745211051192254,-0.049860514614896,0.002408404102973459,-0.04741810285098008,-0.06186852746882085,0.014450424617840768,0.0650554952276926,0.0012224901933103882,0.06383300503438222,-0.01019608888576784,-0.010623164483963388,0.00042707559819554763,-0.037441245043344784,-0.012592893079186651,-0.024848351964158133,-0.05066331598255382,-0.046448608802350265,-0.0042147071802035585,-0.039189388832487404,-0.0580552209724462,0.018865832139958794,0.06270028818978252,0.15148430602162632,-0.08878401783184381,-0.00563880440187059,-0.02143348079641272,0.01579467639454213,-0.008369394301030453,-0.03296434911721946,0.024594954816189007,-0.05407522179509956,-0.03902269615151541,-0.015052525643584155,-0.048622304902466815,-0.04521039908992108,-0.003411905812545732,0.10262912539107089,0.08294018841040246,0.019688936980668426
S028,-0.0023273574345935577,-0.013135408031500706,0.010808050596907148,-0.03967943034255972,-0.04165914196824183,0.0019797116256821123,-0.06264845587721092,-0.053616940491060444,-0.009031515386150477,-0.05046848476943586,-0.06511960972919109,0.014651124959755228,0.12947776391855426,0.03543612603641688,0.09404163788213737,-0.0048558901096597,-0.00613160242073163,0.0012757123110719304,-0.04139834999232672,-0.05040915799976553,0.009010808007438809,-0.04880013228511352,-0.050205034678514705,0.0014049023934011862,-0.06070420220707308,-0.06411610801961881,0.003411905812545732,0.04795409354726565,-0.033981620592810735,0.08193571414007639,-0.006426079172802579,-0.0069762887701348975,0.0005502095973323184,-0.043826919587976576,-0.05239671274022761,0.008569793152251037,-0.060039351432323,-0.054419741858718264,-0.005619609573604738,-0.07475322614108493,-0.06532031007110554,-0.009432916069979383,0.20333627372824004,0.011732681524233568,0.19160359220400647,-0.0012618312805672272,-0.016058125929688805,0.014796294649121577,-0.0402431517152132,-0.05289752285350047,0.012654371138287268,-0.041574919976193135,-0.05923655006466518,0.017661630088472047,-0.05769369707835625,-0.053478989898152696,-0.0042147071802035516,0.040426874748694996,0.05449403619008719,-0.014067161441392195,-0.007456752068879635,0.0008769360533839032,-0.008333688122263538,-0.04501067891243882,-0.03889292728822413,-0.0061177516242146845,-0.05281413912340262,-0.039367216215134115,-0.013446922908268502,-0.05709159605261288,-0.058496498446014074,0.001404902393401193,0.14637472005520913,0.07705069503176176,0.06932402502344737,-0.0018703000192158425,-0.0026797929089910077,0.0008094928897751652,-0.032394205396139686,-0.0524983061877462,0.020104100791606516,-0.05823304835509291,-0.05462044220063272,-0.003612606154460192,-0.06732731349025009,-0.05769369707835625,-0.009633616411893843,0.10479476420016298,0.07967278637668573,0.02512197782347725
S029,-0.06217455961264684,-0.06043957153096824,-0.0017349880816786012,-0.06599776481236141,-0.03775459229868117,-0.028243172513680248,-0.03628480122556516,-0.05394643131403721,0.017661630088472047,-0.057275950760665884,-0.05868085315406707,0.0014049023934011862,-0.08585828688695692,-0.08784453666553749,0.0019862497785805705,-0.06810489527831343,-0.06277421291934338,-0.005330682358970051,-0.06970303440345782,-0.04465072232273015,-0.025052312080727668,-0.04611911797937348,-0.04330931319257109,-0.002809804786802386,-0.08035649008082822,-0.062092758966612815,-0.018263731114215406,-0.08502134519964982,-0.08421895791407238,-0.0008023872855774383,-0.058931577542664315,-0.0566425624968806,-0.0022890150457837155,-0.057334903874118215,-0.03164891429212824,-0.025685989581989976,-0.058963939861898594,-0.05695693644275404,-0.0020070034191445527,-0.06891657059170428,-0.06430046272767181,-0.004616107864032465,-0.08402254124986624,-0.08261851334271156,-0.0014040279071546868,-0.06089838809474668,-0.05825263261453162,-0.002645755480215062,-0.0781130199183715,-0.049270237071113554,-0.02884278284725794,-0.05414713165595167,-0.0553513337074384,0.001204202051486733,-0.05908225383789598,-0.054666846315777964,-0.004415407522118019,-0.08021598872890838,-0.07933500843508065,-0.0008809802938277295,-0.06441317610698394,-0.054316650606661576,-0.010096525500322362,-0.058556482213644845,-0.0270163057295969,-0.031540176484047944,-0.058161138494240774,-0.04491491592788674,-0.013246222566354035,-0.06550466477915856,-0.0653039644372441,-0.00020070034191446706,-0.08571234015770826,-0.07897781516771317,-0.0067345249899950915,-0.060174285900655655,-0.0591494877178228,-0.0010247981828328534,-0.05886939945046765,-0.014770928052359023,-0.04409847139810863,-0.061573044306786506,-0.055752734391267315,-0.005820309915519191,-0.05848015281215262,-0.05025143879365997,-0.008228714018492657,-0.08176416300510145,-0.07636140417066331,-0.005402758834438137
S030,-0.0557462193263184,-0.05951342433502593,0.0037672050087075304,-0.07267936810305609,-0.06005094786231502,-0.012628420240741067,-0.05411180760178967,-0.0785972493153532,0.024485441713563524,-0.0333083037577908,-0.030699199312902888,-0.002609104444887912,-0.10663951890330448,-0.1077672908529689,0.00112777194966443,-0.053261964480619484,-0.05596968683142023,0.0027077223508007453,-0.06209577141738887,-0.05883197076530344,-0.0032638006520854246,-0.06996713461303163,-0.07036853529686055,0.00040140068382892025,-0.03772371127990881,-0.04555102461457256,0.00782731333466375,-0.10905664503613366,-0.09972943307050917,-0.009327211965624485,-0.05556050312889216,-0.0600129774124849,0.0044524742835927444,-0.06377077952059695,-0.0643915444281401,0.0006207649075431476,-0.06354472367176905,-0.06996713461303163,0.006422410941262571,-0.04394542187925693,-0.045350324272658116,0.0014049023934011862,-0.06169666929401384,-0.09964257496013015,0.03794590566611632,-0.05743199880759409,-0.057506577004338255,7.457819674416832e-05,-0.06595238043378104,-0.05665503148188478,-0.009297348951896267,-0.06234052162028233,-0.05310830589221738,-0.00923221572806495,-0.04876223008520385,-0.02949499726141616,-0.019267232823787686,-0.09545552443142413,-0.10007721907338199,0.0046216946419578575,-0.05729155083013049,-0.05844361507522522,0.0011520642450947305,-0.07129095892169623,-0.047618617356206205,-0.02367234156549003,-0.06414682469751243,-0.05752371341433541,-0.0066231112831770175,-0.0431426205115991,-0.046755226666059295,0.003612606154460192,-0.09285536627562024,-0.08948719412145414,-0.003368172154166099,-0.05701934459467395,-0.05668375613944987,-0.00033558845522407843,-0.055000940745511206,-0.04680551328971472,-0.008195427455796489,-0.07518534350280746,-0.0709706363226039,-0.0042147071802035585,-0.01745297674654883,-0.05638884307795314,0.038935866331404306,-0.10025469898615422,-0.09553319113881434,-0.004721507847339879
S031,-0.015218788140861972,-0.0007334474635176669,-0.014485340677344305,-0.018609184931122846,-0.03663502042262001,0.018025835491497166,-0.056827487765081966,-0.0650562017835746,0.008228714018492636,-0.05866714030664471,-0.0582657396228158,-0.00040140068382890637,-0.08319679350669001,0.17185152355673028,-0.2550483170634203,-0.010362474217220918,0.011209866873441388,-0.021572341090662306,-0.018489384914396778,-0.0464055896608806,0.02791620474648382,-0.06726390554463363,-0.052612780584878394,-0.014651124959755235,-0.03438239893499564,-0.03980130816668592,0.0054189092316902845,0.0014473890226326946,0.22359428937832904,-0.22214690035569634,0.01846375807183498,0.00011312404081287308,0.018350634031022106,-0.0307414323945433,-0.02368817592494421,-0.00705325646959909,-0.054820484345937406,-0.05160927887530612,-0.0032112054706312856,-0.06268114714493381,-0.050438426288152045,-0.012242720856781762,0.39009643556926954,0.28414038328681446,0.10595605228245508,0.01774058923944688,0.013177259252169615,0.004563329987277265,-0.016669887301994923,-0.03183686716751222,0.015166979865517294,-0.06425340041591679,-0.072281414092495,0.00802801367657821,-0.03699150337988355,-0.02936489038713426,-0.00762661299274929,0.1770804861741767,0.33366844292827225,-0.15658795675409554,0.0114715053851272,0.01895097385234279,-0.007479468467215589,-0.035081076378815856,-0.014735019171192021,-0.020346057207623836,-0.06204569665485779,-0.07087651169909381,0.008830815044236023,-0.06288184748684827,-0.053248231074954425,-0.00963361641189385,0.34382866249536936,0.5470538643297492,-0.20322520183437986,0.01724417010972834,0.016913679274716098,0.00033049083501224263,-0.040972836228991616,-0.011463862805062175,-0.02950897342392944,-0.049802975798076035,-0.05100717784956275,0.0012042020514867122,-0.05706153757132906,-0.062480446803019354,0.0054189092316902915,0.451519920091203,0.3305264695806176,0.12099345051058541
S032,-0.01931927997932159,-0.017379349177656156,-0.0019399308016654349,-0.007565979427957781,-0.013709562316689516,0.006143582888731736,-0.06548831914529708,-0.05525260170765989,-0.010235717437637196,-0.05242513489377652,-0.06426645506672936,0.011841320172952835,0.8266796724333358,0.13537900891987392,0.691300663513462,-0.018652678636672637,-0.012539981838991299,-0.0061126967976813384,-0.017734629762939935,-0.02231601405991812,0.004581384296978186,-0.06869952461592836,-0.0604708105974357,-0.008228714018492664,-0.08132598412945805,-0.08232948583903033,0.0010035017095722798,0.2761020085537423,0.024889550859547582,0.2512124576941947,-0.0107769867539671,-0.015467877547460374,0.004690890793493274,-0.006702641361401085,-0.02944794436670739,0.022745303005306305,-0.05846380717829116,-0.055252601707659874,-0.0032112054706312856,-0.07189306805947866,-0.0829315868647737,0.011038518805295036,0.5326768147337755,0.06750532278152876,0.4651714919522467,-0.010797010579891908,-0.011845837155224248,0.00104882657533234,0.016141392575841795,-0.01788624994587884,0.034027642521720636,-0.05986870957169234,-0.05725960512680443,-0.0026091044448879053,-0.07911828036839905,-0.06828046190501846,-0.010837818463380583,1.6092250483220158,0.04553533615386279,1.563689712168153,-0.012288110164272004,-0.008003479346294973,-0.004284630817977031,-0.009066581175084965,-0.012746998002029053,0.0036804168269440884,-0.05083719418554187,-0.06087221128126462,0.01003501709572275,-0.05724194309972344,-0.053227936261434336,-0.004014006838289105,1.3409452917249784,0.06301111663672115,1.2779341750882574,-0.011471780508354845,-0.0017982574504634696,-0.009673523057891376,-0.018394002060771686,-0.01838619393205365,-7.808128718034268e-06,-0.06729462222252719,-0.06428411709381036,-0.0030105051287168255,-0.0779140783169123,-0.07068886600799193,-0.00722521230892037,0.4172173960646372,0.28585158534578187,0.13136581071885534
S033,-0.07394676561741942,-0.04795020742276057,-0.025996558194658848,-0.1318230906632205,-0.1057092907777426,-0.026113799885477906,-0.05339139260004891,-0.05419419396770672,0.0008028013676578127,-0.05222509274847181,-0.052024392406557346,-0.00020070034191446706,0.03193201029905765,-0.004069887102801387,0.03600189740185904,-0.07255949869816936,-0.040184276477988945,-0.03237522222018041,-0.13495676229108178,-0.09161735296230311,-0.043339409328778666,-0.04175077276901051,-0.05419419396770672,0.012443421198696215,-0.07952033924883771,-0.05804540266399102,-0.021474936584846692,0.0716932932746008,0.01745305114948187,0.05424024212511894,-0.06623314412806836,-0.05106248316833695,-0.015170660959731408,-0.13216825223893658,-0.09488328535417212,-0.03728496688476446,-0.05921170251556811,-0.05941240285748256,0.00020070034191445318,-0.06105590779270785,-0.08212944369372563,0.02107353590101778,0.023683994755496485,-0.006015975350311328,0.029699970105807813,-0.06639366272987357,-0.03971455118318912,-0.026679111546684453,-0.13760865959111923,-0.08239409714612556,-0.055214562444993676,-0.06463061174725837,-0.05860960148982474,-0.00602101025743363,-0.07751333582969316,-0.06908392146928605,-0.008429414360407117,0.013343196450538525,0.00533420848586548,0.008008987964673045,-0.058162400520192614,-0.04047855607610662,-0.017683844444085994,-0.12012505393750861,-0.07345167847109613,-0.04667337546641248,-0.05680329841259465,-0.051183688838989896,-0.005619609573604752,-0.07791473651352207,-0.05844680334781992,-0.019467933165702153,0.03173802865329711,-0.0020331660236277554,0.03377119467692487,-0.05035358978575977,-0.042853640550431615,-0.007499949235328152,-0.12194040738092982,-0.06555207558024023,-0.056388331800689584,-0.054394894309621175,-0.04957808610367425,-0.004816808205946925,-0.06747831873397041,-0.06226010984419457,-0.005218208889775838,0.03300594155788203,-0.011072324398403388,0.04407826595628542
S034,-0.05742694445482377,-0.055418528769833886,-0.0020084156849898838,-0.1361594122977251,-0.07333004940371901,-0.06282936289400609,-0.05085551440923268,-0.0556723226151796,0.004816808205946918,-0.05474857448508526,-0.03929464815767222,-0.015453926327413041,-0.14140487949503291,-0.13755654195099898,-0.0038483375440339362,-0.05685973051432214,-0.055179031841473214,-0.0016806986728489237,-0.10718572058627529,-0.049959495632425854,-0.057226224953849436,-0.05808072671815305,-0.05928492876963978,0.001204202051486733,-0.04531565841510586,-0.05976608303294664,0.014450424617840782,-0.14925605848899307,-0.1337438831426891,-0.015512175346303975,-0.05448827070536122,-0.055586590286600845,0.0010983195812396263,-0.10480443361634184,-0.07660054910851166,-0.02820388450783018,-0.06269683458218553,-0.057077225008580784,-0.005619609573604745,-0.04892826456956607,-0.034678540293639745,-0.014249724275926322,-0.1497086327722573,-0.14348371576058846,-0.006224917011668829,-0.05429194399362414,-0.0532913812389193,-0.0010005627547048368,-0.07231059989141242,-0.08756605470592627,0.015255454814513847,-0.06109123184686989,-0.05607372329900851,-0.005017508547861378,-0.03467854029363973,-0.04471355738936251,0.010035017095722777,-0.13630407934736366,-0.12545533216600582,-0.010848747181357837,-0.05874923875168714,-0.05412856027007551,-0.004620678481611629,-0.10915741332684692,-0.07027856336701954,-0.03887884995982738,-0.043630302100312296,-0.05788002637623861,0.014249724275926315,-0.061572386110176736,-0.05173806935636844,-0.009834316753808296,-0.14394931300913175,-0.1392147949957887,-0.004734518013343042,-0.05623276420383694,-0.05275822344844572,-0.00347454075539122,-0.09056729475129444,-0.06437108517649581,-0.026196209574798623,-0.0542674202217784,-0.05547162227326514,0.00120420205148674,-0.055551375852743085,-0.05976608303294664,0.0042147071802035585,-0.14135302961519422,-0.13906268462410212,-0.002290344991092097
S035,-0.00988746389442996,-0.007574475449560691,-0.0023129884448692684,-0.02760548742339175,-0.019218606303097352,-0.008386881120294398,-0.04604720811852135,-0.03440658828748295,-0.011640619831038403,-0.06256672770790363,-0.06698213523002164,0.004415407522118012,0.01459109457234048,0.004186922332755097,0.010404172239585383,-0.0006532763066350311,-0.006387382193247748,0.005734105886612717,-0.009837258495337564,-0.012285486311627958,0.0024482278162903937,-0.039424096835344334,-0.058289928975303114,0.01886583213995878,-0.06477443146896264,-0.05373591266366759,-0.01103851880529505,0.02098343901778621,0.05910814193538266,-0.038124702917596454,-0.006323851470577235,-0.004498942960562635,-0.0018249085100146,-0.01983849472525634,-0.010106723720875843,-0.009731771004380496,-0.052268918717869456,-0.040226898203002126,-0.01204202051486733,-0.06858773796533728,-0.0810311591640335,0.012443421198696222,0.019743999714993077,0.026903668349030435,-0.007159668634037358,0.0023286163888683875,0.0052024323851097565,-0.002873815996241369,-0.012674686532018975,-0.002373772939257335,-0.01030091359276164,-0.059092730342960934,-0.053071720085527276,-0.006021010257433658,-0.058552720869614536,-0.05875342121152898,0.00020070034191444625,0.015205748490509263,0.05872623772281346,-0.0435204892323042,0.00570434100205941,-0.0012017148979377446,0.006906055899997154,-0.006921517942207522,-0.01649636174779301,0.009574843805585487,-0.042836002647890066,-0.052268918717869456,0.00943291606997939,-0.06597863352044937,-0.07039404104256738,0.004415407522118012,0.08001639909949915,0.10667688062305872,-0.02666048152355957,0.00603046928177442,-7.287583911463891e-05,0.006103345120889059,0.010066707731004265,-0.008118696508123135,0.0181854042391274,-0.057687827949559754,-0.04564580743469244,-0.012042020514867316,-0.06296812839173255,-0.050524707193036304,-0.012443421198696243,0.04707868838834228,0.0613525522616791,-0.014273863873336817
S036,-0.034241525429289266,-0.024080646996467725,-0.01016087843282154,-0.0075924717812241305,-0.010153133792637714,0.0025606620114135836,-0.05503555573188399,-0.07249648547844158,0.017460929746557587,-0.0662041814114609,-0.04131733901406844,-0.02488684239739245,-0.12863372808961138,-0.08227176685273158,-0.0463619612368798,-0.02245778018938349,-0.03509910305750785,0.01264132286812436,-0.025906202771273423,-0.004703334063840603,-0.02120286870743282,-0.060253764621659815,-0.06406707111803446,0.003813306496374645,-0.054362861238508045,-0.05496496226425141,0.0006021010257433665,-0.020266902900700823,-0.005522255592892711,-0.014744647307808112,-0.02847988959866643,-0.027595678535851764,-0.000884211062814666,-0.012177246433580757,-0.012786643992085844,0.000609397558505087,-0.05664115846719963,-0.05242645128699606,-0.004214707180203572,-0.04773974995533102,-0.07021818824974999,0.022478438294418965,0.02763342910311356,0.09988807464418553,-0.07225464554107197,-0.010942498131116585,-0.019709902351116915,0.00876740422000033,-0.017329768315988314,-0.008881388037838223,-0.008448380278150092,-0.07129228342695484,-0.06507057282760673,-0.006221710599348118,-0.0625915752570007,-0.05195445713553458,-0.010637118121466116,0.05260958347608791,-0.03601732532009272,0.08862690879618063,-0.020628772385715144,-0.02318527987012009,0.0025565074844049462,-0.018136425246969456,-0.009058850192038004,-0.009077575054931453,-0.07028878171738256,-0.05443345470614061,-0.015855327011241954,-0.05697196568339596,-0.03589842978237817,-0.021073535901017786,-0.004673686527088661,0.01989133961574341,-0.02456502614283207,-0.018581823537413333,-0.025012346114677952,0.006430522577264619,-0.026950704219153687,-0.00010791235056339943,-0.026842791868590288,-0.06386637077612001,-0.06326426975037663,-0.0006021010257433734,-0.06419717799231633,-0.04492994516852863,-0.019267232823787707,-0.048484621841055175,0.006438431544542711,-0.054923053385597886
S037,-0.05783408576745741,-0.0540185068494643,-0.003815578917993112,-0.06596519035472781,-0.07114214714259559,0.005176956787867781,-0.056450276433740336,-0.0650803911360619,0.008630114702321563,-0.07583450684030585,-0.07884501196902267,0.0030105051287168255,-0.11704207709395051,-0.11505808854441986,-0.001983988549530649,-0.05543760022554711,-0.05095909087225181,-0.004478509353295301,-0.0701809691991312,-0.0698190785053493,-0.00036189069378189664,-0.05584817540799697,-0.04782016173141876,-0.00802801367657821,-0.07583450684030585,-0.06439458735118189,-0.011439919489123956,-0.11570614835272117,-0.11673462348439788,0.0010284751316767121,-0.051472666236818676,-0.0475283434710293,-0.0039443227657893765,-0.06433155501832999,-0.0672186187268411,0.002887063708511106,-0.05343977130502351,-0.037383743951867096,-0.016056027353156414,-0.05877497777757715,-0.06860929453138545,0.009834316753808303,-0.11437002465302394,-0.11998000962539612,0.005609984972372181,-0.05359229004627797,-0.04808964828881013,-0.005502641757467841,-0.06310542043008105,-0.06903256256012102,0.005927142130039975,-0.04782016173141877,-0.05926008122054271,0.011439919489123936,-0.0651973887188397,-0.04773645897228211,-0.017460929746557594,-0.11498644774188016,-0.11523048524301137,0.00024403750113120848,-0.0518683274526659,-0.04796209443726129,-0.003906233015404603,-0.07702185267277972,-0.073204411023854,-0.0038174416489257235,-0.04822156241524767,-0.0628726873750029,0.014651124959755228,-0.0625882842739518,-0.08486602222645633,0.022277737952504525,-0.11990492854365026,-0.11667291868315738,-0.0032320098604928793,-0.05174444896101338,-0.05110157676003668,-0.0006428722009766963,-0.06726241282440604,-0.07111969502943172,0.0038572822050256805,-0.06568249216180527,-0.04340475420930074,-0.022277737952504532,-0.06620089042841201,-0.04813785965611102,-0.018063030772300995,-0.1150816916095795,-0.11618173803903906,0.0011000464294595586
