subject_id,FF_alpha_entropy_gap,FF_alpha_entropy_imagined,FF_alpha_entropy_real,FF_alpha_lzc_gap,FF_alpha_lzc_imagined,FF_alpha_lzc_real,FF_beta_entropy_gap,FF_beta_entropy_imagined,FF_beta_entropy_real,FF_beta_lzc_gap,FF_beta_lzc_imagined,FF_beta_lzc_real,LRF_alpha_entropy_gap,LRF_alpha_entropy_imagined,LRF_alpha_entropy_real,LRF_alpha_lzc_gap,LRF_alpha_lzc_imagined,LRF_alpha_lzc_real,LRF_beta_entropy_gap,LRF_beta_entropy_imagined,LRF_beta_entropy_real,LRF_beta_lzc_gap,LRF_beta_lzc_imagined,LRF_beta_lzc_real,FF_tar_gap,FF_tar_imagined,FF_tar_real,LRF_tar_gap,LRF_tar_imagined,LRF_tar_real,resting_beta_entropy,resting_alpha_entropy,resting_beta_lzc,resting_alpha_lzc,resting_tar
S011,-0.00037529589857086647,0.0005490727203724334,0.00017377682180156652,0.007637604063992334,-0.004793924041465667,0.002843680022526667,-0.0025506951304569,-0.003697586792956833,-0.006248281923413767,-0.0066288639045972006,0.016751508439596833,0.010122644534999666,-0.0023011933346891666,-0.0036505276278269005,-0.0059517209625160996,0.0083581327492747,-0.0027764437226751666,0.0055816890265994665,-0.0031248751656578005,-0.004267456446024034,-0.007392331611681901,0.0028821147411292,0.0190572002325002,0.02193931497362937,0.08748091737542683,-0.6873651506579592,-0.5998842332825324,0.24983405577526163,-0.7798980443281766,-0.5300639885529148,0.9821756293757145,0.9641885623858122,0.769489392940453,0.5183867709106919,2.1868030708146704
S012,0.0010881939491328334,0.0032552485193747993,0.004343442468507566,-0.008069921275161667,0.0034431782087208664,-0.004626743066440734,-0.0011904181765422333,-0.0103082076147209,-0.0114986257912631,-0.013690045020363766,0.0021365356331702334,-0.011553509387193498,-0.00013170464557449996,0.003983819717042633,0.0038521150714681,0.0005764229482257667,-0.0023210512735374333,-0.001744628325311667,-0.0033835809873639672,-0.0036732505676390667,-0.007056831555003033,-0.0069170753787101994,-0.004204116797313867,-0.011121192176024001,-0.13668258961830024,-0.7843540814299527,-0.9210366710482528,0.309788231154766,-0.8162575276946611,-0.506469296539895,0.979139563340356,0.9408399907162904,0.7928948157073237,0.5094291399752229,3.137969589391004
S013,0.017252602215860866,-0.006919226667649134,0.010333375548211699,0.008214027012218232,-0.007532305226796067,0.0006817217854221666,0.0031161548897435,0.0006353109940887334,0.0037514658838321995,0.0159957368132672,0.01855521353578553,0.03455095034905276,0.006890460927295933,-0.010474919202186066,-0.0035844582748900664,0.0008646344223387296,-0.0016239700074811665,-0.0007593355851424334,0.009355146242562866,0.0015226895915777,0.010877835834140532,0.011816670438629702,0.021869645488084233,0.0336863159267139,0.04224762670464637,-0.3092675680437397,-0.2670199413390933,-0.16208765056825034,-0.09527591598591624,-0.2573635665541666,0.9360223700603904,0.928627913555977,0.7405938092776496,0.5185312488290059,1.4954309405160402
S014,0.002081562035163499,-0.0037008850184258994,-0.0016193229832623668,0.010375613068065165,-0.005655035361931233,0.004720577706133867,-0.0031339943721881663,-0.01644562725363013,-0.019579621625818333,0.0079258155381054,0.0025355387216251996,0.010461354259730599,0.014191307623975165,-0.004262541937312,0.009928765686663168,0.0010087401593952333,0.002414885913230533,0.003423626072625733,0.0091811319651067,-0.018008461661358364,-0.0088273296962516,0.0027380090040727673,-0.0009229989677298336,0.0018150100363429336,-0.0400788285315047,-0.11198678270376271,-0.15206561123526743,-0.08753093001163925,-0.15558316924277607,-0.24311409925441532,0.9369969243392466,0.9268250641114408,0.7460937652866884,0.5046932027884549,0.8939349189160237
S015,-0.0003511442301841001,0.006076575805477866,0.005725431575293767,-0.0005764229482258,0.010218008756662367,0.009641585808436633,0.0022360188248480334,-0.016878314833223565,-0.014642296008375568,0.0089345556975005,-0.03108638572554237,-0.02215183002804183,-0.0002017260715586667,0.0028679580762580336,0.0026662320046993335,0.0021615860558468333,0.008200528437872,0.0103621144937188,0.008183762595983,-0.011510312426006536,-0.0033265498300234994,0.0234892351402031,-0.026330896402679268,-0.0028416612624761668,0.16944083418235345,0.03819726655195666,0.20763810073431013,0.08184086703990416,0.1468334108834676,0.22867427792337183,0.929872840144541,0.9393168441904804,0.7674667020840569,0.5087067503836528,0.6159167369652184
S016,0.018020693443091634,-0.05799720416218777,-0.0399765107190961,-0.0008646344223386666,-0.0067894456660603,-0.007654080088399034,0.0019099747922797334,-0.023608175579001564,-0.021698200786721866,-0.008790449960444133,-0.008087900253944598,-0.0168783502143887,0.003046118613440433,-0.03615981408047537,-0.03311369546703494,0.0089345556975005,-0.007654080088399033,0.0012804756091014666,-0.00014475109613539973,-0.024067454363768503,-0.024212205459903897,0.0010087401593953332,-0.008520217465113967,-0.0075114773057187,0.3829427309059222,-0.2348820809988836,0.14806064990703852,0.2602915111754401,-0.2134091360670988,0.046882375108341395,0.9852367566869088,0.9583883604072856,0.7901497352593572,0.5098625737301649,1.28984427625851
S017,-0.002584193262419633,0.0008030039032570998,-0.0017811893591625,-0.0030262204781857337,-0.0019177642004573668,-0.0049439846786430664,0.004104236901282066,-0.007455444571555367,-0.0033512076702732333,-0.0043231721116938,0.0016867259028958998,-0.0026364462087978668,-0.0035776644991577003,0.0017767061369268332,-0.0018009583622308333,0.0018733745817340667,-0.004511667467473734,-0.0026382928857396994,0.0002821211991052666,-0.0051779065757501,-0.004895785376644867,0.0011528458964516998,-4.2542941781733776e-05,0.0011103029546699666,-0.0892777271191756,0.0276422345182753,-0.061635492600900406,0.331520016081979,-0.15708208878692187,0.1744379272950571,0.9551370876043118,0.9426062904955552,0.7996852778680824,0.5206984176037162,1.307963238079456
S018,-0.0048055477057342005,0.024828416530654467,0.0200228688249203,-0.0054760180081455,-0.009302886191062168,-0.014778904199207701,0.001552810280379033,0.017736182085266467,0.019288992365645533,0.000720528685282233,0.0028957711692385664,0.0036162998545208,0.001229453650241033,0.023878174178939563,0.025107627829180596,0.004755489322863167,-0.010599837824570366,-0.005844348501707133,-0.0015884387304847334,0.02275681313683157,0.021168374406346797,0.004611383585806733,-0.005174150105923299,-0.0005627665201166001,0.2841150935917603,-1.2391181932144348,-0.9550030996226745,0.4434130951702679,-1.0856784772076205,-0.6422653820373526,0.9607870445259866,0.9542256574987904,0.7778691122026659,0.5345682977618618,2.41652480262459
S019,-0.002951256405728967,-0.005722439985313293,-0.008673696391042167,-0.00014410573705643322,-0.0027541128472219,-0.002898218584278267,-0.00030174905258080015,-0.004731640913524067,-0.005033389966104866,-0.006628863904597067,0.0029214516760097003,-0.0037074122285874005,-0.0026609884624148004,-0.010130344716470901,-0.0127913331788857,0.002017480318790333,-0.0079419193812544,-0.005924439062464066,-0.0011686278488465332,-0.0015894246543572002,-0.002758052503203767,0.001296951633508,0.005803566417138966,0.007100518050647001,0.02693109696661757,-0.6248701572208276,-0.5979390602542101,0.09768063836981762,-0.6917655837836265,-0.594084945413809,0.9542680852354712,0.9435177156831104,0.7679001358389989,0.5097180958118509,1.580027463700661
S020,0.005043973241620533,0.020332225113366065,0.0253761983549867,0.0030262204781857332,-0.004216384549467301,-0.0011901640712815998,-0.0008897629025898667,0.026352979578070434,0.025463216675480568,0.014986996653871834,-0.0172883365501049,-0.0023013398962330664,-0.0008129162148167667,0.023400154279089366,0.022587238064272597,-0.0007205286852822,-0.005657441920031933,-0.0063779706053141,-0.00046076439104709993,0.027880124456869864,0.027419360065822768,0.0012969516335081001,-0.019882239817121165,-0.018585288183613,0.3756962076946276,-0.19349688724495562,0.182199320449672,0.27290288879839336,-0.13394238506436115,0.1389605037340322,0.9618884788380164,0.949806922770678,0.7814810601605163,0.5179533371557499,1.4683615375421049
S021,0.009408500099957766,-0.0104578469753703,-0.0010493468754125001,0.0033144319522986332,-0.0029410194288973326,0.000373412523401333,-0.006342737968837932,0.0102524309779097,0.0039096930090717,-0.009078661434557002,0.011768473187602435,0.0026898117530454336,-0.004678424430360667,-0.0020967909541777362,-0.006775215384538467,0.0038908549005243,-0.008128825962929834,-0.004237971062405533,-0.003978453711834467,0.011775783038764934,0.007797329326930433,-0.002593903267016267,0.010903838765263766,0.0083099354982475,-0.14829345587568277,-0.5486917081852755,-0.6969851640609582,0.3275475340258323,-0.7584294439117705,-0.43088190988593816,0.9340710068289464,0.9646226926118296,0.7459394922552681,0.5263330564179628,1.8861991525093027
S022,0.0019993226896476662,0.02371845173490647,0.02571777442455413,-3.3248866622888805e-17,0.0037325062266065664,0.0037325062266066,-0.009703973322402132,-0.0003133323513308667,-0.010017305673733067,-0.0054760180081454,-0.014973712407020267,-0.020449730415165696,0.007982115951140534,0.013114307068475698,0.021096423019616267,0.002593903267016333,0.004020717700719466,0.0066146209677358,-0.0020166182241806332,-0.0035532248898623997,-0.005569843114043067,-0.015275208127984866,-0.0025806190201646336,-0.017855827148149466,0.4480530388405593,-0.7405117703606502,-0.2924587315200908,0.17337943706070882,-0.27662064720978435,-0.10324121014907543,0.9502353908192668,0.9097610255002186,0.7780135901209799,0.5089957062202808,2.891497388221524
S023,0.008408457807713167,-0.0054579553223685,0.002950502485344734,-0.0023056917929034667,0.0012533063772998331,-0.0010523854156036332,0.00016349081584093322,-0.003319775234764233,-0.0031562844189233336,0.006628863904597135,-0.004853186681145567,0.0017756772234515702,0.0039819661319211675,-0.005995927646749467,-0.0020139615148282667,0.0066288639045972006,-0.012580844380120401,-0.005951980475523133,-0.004468353542816067,-0.0043718762002373,-0.008840229743053435,0.0069170753787101335,-0.0126348964821945,-0.0057178211034843,0.6820979991842596,-0.4897656137931854,0.19233238539107425,0.24969636444320772,-0.4878967900870968,-0.23820042564388913,0.9315201590769864,0.9443131142610036,0.7651550553910326,0.5204094617670881,1.0390723347545596
S024,-0.008766975233137266,0.0033361004057250003,-0.005430874827412199,-0.008934555697500632,0.011221910559709468,0.002287354862208867,0.0059865408354642,-0.014398461266006565,-0.0084119204305423,0.018013217132057467,-0.011983965692074867,0.006029251439982633,-0.0019541320468662335,-0.0006052339740954324,-0.0025593660209616664,-0.00028821147411296706,0.0028637778104347,0.002575566336321767,0.0112814860496696,-0.015010331291663731,-0.003728845241994067,0.004755489322863133,-0.0043463616280825,0.0004091276947806334,-0.06098165752108794,-0.5501238515896216,-0.6111055091107096,-0.18750775958476376,-0.540612021536305,-0.728119781121069,0.9715799805656554,0.900890902312964,0.7921724261157534,0.510584963321735,1.6307383813735596
S025,-0.002194722747218733,0.009685524961842468,0.0074908022146238,0.0030262204781857003,-0.004260001346983633,-0.0012337808687979332,0.003983791405397867,0.0205474628733292,0.024531254278727137,0.0005764229482257667,-0.0008249253062005,-0.0002485023579747,0.007650608262502333,0.012043326663181433,0.0196939349256838,0.006628863904597167,-0.0003691464464590999,0.006259717458138033,0.0084997600196351,0.017534676755705733,0.026034436775340897,0.006628863904597132,-0.013650335904225467,-0.007021471999628301,0.007181644986028433,-0.0182765658585743,-0.0110949208725459,0.0375691147806427,-0.018624348854211496,0.01894476592643123,0.9402577561686086,0.9220367903897606,0.7677556579206847,0.4789442992109653,0.3084929108764354
S026,0.0038633768642869996,0.02652173656066033,0.030385113424947336,0.0011528458964516666,0.0078829146444121,0.009035760540863835,0.007273562597373833,0.008867179193536733,0.016140741790910566,-0.0076376040639924,-0.0033335274748542997,-0.010971131538846698,0.005200527050898834,0.0251532502138179,0.030353777264716733,0.0044672778487503334,0.00010120484336323328,0.004568482692113566,0.0004461231918510002,0.0166427449366432,0.0170888681284942,0.0054760180081455,-0.0030453160007413334,0.0024307020074042,0.4295590262373193,-0.17952444358857736,0.25003458264874195,0.37395706442941873,-0.40119877909424057,-0.027241714664821833,0.9626073651492266,0.9413452785182996,0.7905831690142994,0.5201205059304601,1.365310626585302
S027,0.003720736225590966,-0.007585300522202634,-0.0038645642966116333,0.009799190119839334,-0.014691441603682234,-0.004892251483842833,-0.001442228847702267,-0.0028340446789214997,-0.0042762735266238,0.0069170753787101,-0.018947935909237202,-0.012030860530527035,0.0352589927748575,-0.024576240610300903,0.010682752164556567,0.006628863904597301,-0.008927212121423767,-0.0022983482168265333,0.005549469346719467,-0.008671399028787866,-0.003121929682068333,0.0057642294822584,-0.0226946850727051,-0.016930455590446633,0.12340302985060203,-0.16466558881267032,-0.04126255896206827,-0.010798398518405935,-0.03572392525427757,-0.04652232377268347,0.955798949765492,0.9237265564045402,0.8103766438233196,0.5006159869580679,0.6803713791969114
S028,-0.009172923119872799,0.0019001783019402666,-0.0072727448179325345,-0.0083581327492747,0.008821985318262034,0.00046385256898723363,-0.007815254544008667,-0.008317375443288434,-0.016132629987297066,-0.0087904499604441,-0.007458255385888668,-0.016248705346332767,-0.003660409813822201,0.005457949401859168,0.001797539588037,-0.0167162654985494,0.015018532011689832,-0.0016977334868595664,-0.0026293310474822334,-0.0079931932863419,-0.0106225243338241,0.002449797529959833,-0.009043418493509767,-0.006593620963549933,-0.20077236352828218,0.018474899085666168,-0.182297464442616,0.44614828355659464,-0.27094989007434495,0.17519839348224964,0.9399954953335212,0.9059262695878428,0.7694893929404532,0.4912249222676568,1.3481864047834422
S029,0.0188379460423795,0.004448268659595332,0.0232862147019748,0.0181573228691141,-0.007015875051419,0.011141447817695068,0.002333058777519,0.03652868057913194,0.038861739356650965,0.016139842550323465,-0.0052791768109363675,0.0108606657393871,0.022258926311012266,0.0022878589977956003,0.0245467853088079,0.015707525339154267,-0.0013957513062171003,0.014311774032937133,0.0046290325067835335,0.03261777451412547,0.03724680702090904,-0.00014410573705643352,-0.0036940137033154227,-0.0038381194403718324,0.13088522706823807,-0.10921650547675554,0.02166872159148253,0.07600265476014297,-0.15730508309671068,-0.08130242833656777,0.939221385521702,0.9321140224339542,0.7626989307796942,0.4858792392900381,0.4489239816621243
S030,0.0025436633593677,0.021816147351231066,0.024359810710598766,0.0043231721116939,-0.0027663948287213664,0.0015567772829725667,0.0023833781016043,0.027161747030066564,0.029545125131670968,0.006772969641653599,-0.0067053469311987675,6.762271045486692e-05,0.0032901485191173664,0.023251202842505935,0.026541351361623333,-0.002882114741129233,0.0021332002311984333,-0.0007489145099308,0.0005122831943253208,0.0314048909036353,0.0319171740979607,0.020751226136130233,-0.0051201838235776,0.0156310423125526,0.15654336169513236,-0.13426247533719585,0.022280886357936496,0.6342929432406811,-0.006839157717058365,0.6274537855236229,0.9545434612231332,0.9404911705592544,0.7569198140471335,0.5144858671162135,0.9468880910564474
S031,0.011838622923286935,-0.04358027136427426,-0.03174164844098737,0.0059083352193148335,-0.0037126085368471336,0.002195726682467633,0.004399274239084368,-0.0376656233441184,-0.03326634910503403,-0.002161586055846833,-0.03709081529968887,-0.03925240135553573,0.022849390158749965,-0.0543047972618421,-0.03145540710309206,0.0070611811157664335,-0.005009560170355233,0.0020516209454112,0.002771475207822766,-0.025073889482940103,-0.022302414275117328,0.007925815538105402,-0.04386378494134244,-0.03593796940323706,-0.0435399204981877,0.14739704200383974,0.10385712150565203,-0.11222413581789932,0.17188877871320943,0.059664642895310094,0.9323407736281784,0.8668819499713941,0.7488290506215485,0.4902135768394587,1.1314961664807666
S032,-0.017914741665516334,0.0002817746334296332,-0.017632967032086732,-0.007781709801048867,-0.0091383104848403,-0.016920020285889167,0.006126419203104134,-0.009105036320688834,-0.0029786171175847,0.003458537689355033,0.0034948971741752,0.006953434863530234,-0.028649615327552603,0.003559628383980367,-0.0250899869435722,-0.016428054024436534,-0.0015007064208478686,-0.017928760445284398,-0.0035312544626957335,0.0005201736915519997,-0.0030110807711437996,-0.0033144319522986332,0.0109883955011111,0.007673963548812453,1.4472176731101827,0.1399049911350008,1.5871226642451832,3.0302248979818684,-0.019326257054170976,3.010898640927697,0.950736031521771,0.9483363375708078,0.769055959185511,0.5266220122545909,1.3530434346477358
S033,0.029681659958520432,0.04666895210262247,0.07635061206114296,0.025074398247824065,0.0302199766602963,0.055294374908120364,0.024163124280340165,0.018614917414516,0.042778041694856196,0.0237774466143159,0.016038723970341,0.03981617058465693,0.028662824467477,0.04899640001206887,0.07765922447954597,0.026515455618388833,0.033678514349651266,0.06019396996804017,0.0210854505224118,0.0249542209648189,0.04603967148723073,0.027091878566614533,0.021658847715542967,0.04875072628215751,1.3229758821478412,0.22998879032328565,1.552964672471127,1.062497098075311,0.18712774989583747,1.2496248479711485,0.9019487195119156,0.8804920908041882,0.7105424022683341,0.4639185957063076,0.369287169741981
S034,0.020239320190929232,0.03572196762005209,0.055961287810981336,0.0110961417533474,0.0031262371873939,0.014222378940741333,0.0012162287074240668,0.0286942417849419,0.02991047049236603,-0.0031703262152422335,-0.001681371740873,-0.0048516979561152,0.028375311067179634,0.0316715481995991,0.060046859266778795,0.0198865917137915,0.0016851798168293,0.0215717715306208,0.0010732464306557332,0.029903586642048965,0.030976833072704768,-0.010231507331008733,-0.0036988520596634663,-0.013930359390672201,0.0592201017219784,0.030556317048583897,0.08977641877056221,0.28445135780014463,-0.0588637178759305,0.22558763992421407,0.9578551714864766,0.8728261893388614,0.7645771437177763,0.4646409852978777,0.5326457455932605
S035,-0.006310290220335034,-0.0027342362450997666,-0.0090445264654348,0.0030262204781856673,-0.0027057292837397,0.00032049119444596655,-0.0027499746372925994,-0.004504058913150867,-0.007254033550443433,-0.0083581327492747,0.0054322869322087665,-0.0029258458170659998,-0.0028915099728385667,-0.0033132635398909,-0.006204773512729499,0.003746749163467934,0.006661143624930167,0.010407892788398133,-0.0017217465841511002,-0.0011476895354801335,-0.0028694361196312666,0.0041790663746373675,0.013069890996201166,0.017248957370838498,-0.3109320622324557,0.11293652117250037,-0.19799554105995534,-0.0698887583741336,0.17918278962397516,0.10929403124984156,0.967130375287836,0.9386379919806596,0.7442057572355001,0.4909359664310287,0.9067611243431052
S036,0.0214124354703454,-0.014873543610066564,0.0065388918602788,0.0086463442233876,-0.006530636511294499,0.0021157077120931,-0.012689953671085899,0.010695706748405018,-0.0019942469226809155,-0.0155634196020977,0.0181087534368291,0.0025453338347313334,-0.0030777295413570663,-0.007055128852790767,-0.010132858394147766,0.005476018008145567,-0.0037926275072216998,0.0016833905009238333,0.0035433810634273332,0.007427052804974867,0.0109704338684022,-0.0027380090040727335,0.016667696066264434,0.0139296870621917,-0.08554405483773668,-0.04696140449041256,-0.1325054593281492,-0.12101806783353201,-0.028005503928792096,-0.14902357176232411,0.9176279374888132,0.9435394397249458,0.7460839701735823,0.5212763292769723,0.7716008225422627
S037,-0.0016861272599554,0.034321879713874466,0.0326357524539191,0.0002882114741130333,-0.008848238104439667,-0.008560026630326635,0.0016040317401345,0.0206686194788277,0.02227265121896223,0.012681304860968466,-0.0051912704437708,0.0074900344171976675,0.0018371169999982333,0.03298561725295004,0.03482273425294823,0.006052440956371266,-0.008271815156213632,-0.0022193741998423333,0.0037920812028031333,0.01862015326943163,0.0224122344722348,0.0102315073310087,-0.0018768384914723002,0.008354668839536401,0.02617220559886535,-0.44680275824211435,-0.420630552643249,0.11862720816681498,-0.5276466219718094,-0.40901941380499446,0.9654255046367824,0.9430678181653088,0.7845150964451106,0.5258996226630208,1.7028707498793365
S038,-0.009062079215613866,0.026396403485420033,0.017334324269806134,0.0005764229482258,-0.0003203191113369667,0.00025610383688876677,-0.004967465829993,-0.004718487898888033,-0.0096859537288811,-0.00360264342641157,0.0050845264568869,0.0014818830304754004,0.0141716966245371,0.0029541483607498,0.017125844985286867,-0.0004323172111694665,0.002561795629792267,0.0021294784186228,0.0009726559755828,-0.005738340994777366,-0.0047656850191945665,-0.001729268844677467,-0.002408971870049,-0.004138240714726467,-0.21066845972360373,-0.564083585147254,-0.7747520448708579,-0.28884184588228273,-0.5031407027419423,-0.7919825486242251,0.9499788114265224,0.9287823523266524,0.7673222241657427,0.5159306462993536,1.870485776672536
