,subject_id,rpl,resting_alpha_power,resting_total_power,smr_strength,mu_erd_real_C3,mu_erd_real_C4,mu_erd_real_Cz,beta_erd_real_C3,beta_erd_real_C4,beta_erd_real_Cz,mu_ers_real_C3,mu_ers_real_C4,mu_ers_real_Cz,beta_ers_real_C3,beta_ers_real_C4,beta_ers_real_Cz,mu_erd_imagined_C3,mu_erd_imagined_C4,mu_erd_imagined_Cz,beta_erd_imagined_C3,beta_erd_imagined_C4,beta_erd_imagined_Cz,mu_ers_imagined_C3,mu_ers_imagined_C4,mu_ers_imagined_Cz,beta_ers_imagined_C3,beta_ers_imagined_C4,beta_ers_imagined_Cz,FF_alpha_entropy_gap,FF_alpha_entropy_imagined,FF_alpha_entropy_real,FF_alpha_lzc_gap,FF_alpha_lzc_imagined,FF_alpha_lzc_real,FF_beta_entropy_gap,FF_beta_entropy_imagined,FF_beta_entropy_real,FF_beta_lzc_gap,FF_beta_lzc_imagined,FF_beta_lzc_real,LRF_alpha_entropy_gap,LRF_alpha_entropy_imagined,LRF_alpha_entropy_real,LRF_alpha_lzc_gap,LRF_alpha_lzc_imagined,LRF_alpha_lzc_real,LRF_beta_entropy_gap,LRF_beta_entropy_imagined,LRF_beta_entropy_real,LRF_beta_lzc_gap,LRF_beta_lzc_imagined,LRF_beta_lzc_real,FF_tar_gap,FF_tar_imagined,FF_tar_real,LRF_tar_gap,LRF_tar_imagined,LRF_tar_real,mean_accuracy
10,S011,2.01281885780478,1.586083238420991e-11,7.879910466214557e-12,2.517175443610043,-57.5353700435621,-69.9075148701264,-76.30458614068272,-70.60215047749317,-77.43657317989316,-72.54274103919454,593.5398888124316,383.33379929235775,231.70729346575425,23.661669852889283,164.03267827820088,89.64370039184298,-67.8697327516932,-68.99492711006944,-80.99849178425687,-64.86716159536424,-73.28191530136216,-72.76656838624389,241.21444608890107,343.1766463885918,160.14235224313293,98.43984231309156,93.92511078866072,62.75303273191359,0.0012426555665379,-0.004850151603468,-0.00360749603693,-0.0077604132206922,-0.0490897463183512,-0.0568501595390435,0.0026607577017523,0.0006233206930651,0.0032840783948175,0.0017394029632585,-0.063880540634846,-0.0621411376715873,-0.0083421351081763,0.0039361244190877,-0.0044060106890885,0.0052851090037473,-0.0577867611346442,-0.052501652130897,0.0041619546283318,0.0032843177158127,0.0074462723441445,0.0129117219964965,-0.0627432386973307,-0.0498315167008341,0.0138547289311199,-0.0122682274708793,0.0015865014602406,0.0091741540894292,-0.0078000968947333,0.0013740571946958,0.6444444444444444
11,S012,0.8664957707522963,6.903262768215519e-12,7.966874162838752e-12,1.6748733445968966,-63.62312109386108,-67.57668181288868,-69.27505325388721,-55.60959988860456,-55.61867043396824,-57.34561738111932,169.40040074043876,343.5082074977793,278.578523555977,94.33386535289804,152.69037303594374,123.86726269989684,-74.88398203103604,-72.97436988603637,-79.7915798330835,-52.64763585077896,-66.53632069816777,-62.54284505882591,715.5383123454252,435.4911406802654,311.192912304328,134.08396285308487,141.36277549725904,97.66088013140052,0.0001843929363837,-0.0213866172925772,-0.0212022243561934,0.0025422043309164,-0.0604017347083287,-0.0578595303774122,0.0038149639143786,0.0025155456797469,0.0063305095941255,0.0118413201729528,-0.0564345889964886,-0.0445932688235357,-0.0008490724012412,-0.0178633797805307,-0.018712452181772,0.0034788059265172,-0.0614721365318725,-0.0579933306053552,0.0025429247120972,-0.0017908697947758,0.0007520549173213,0.0023415039890019,-0.0520191814743705,-0.0496776774853685,-0.0077464455919921,-0.0015157461659593,-0.0092621917579514,0.020895182150187,-0.0062018336515373,0.0146933484986497,0.4666666666666666
12,S013,1.7634744537524845,6.326332673774289e-11,3.587425187993244e-11,3.1895119269917203,-57.434374279454616,-89.55731526362491,-88.02142439123696,-48.9414562796781,-68.30747123617131,-59.46637193122365,440.66323421313393,855.7650752344684,342.7536540850255,360.8526248118628,293.6169482672894,212.8867727298596,-64.71549964938093,-66.48648836548946,-67.6480786395619,-55.48905663303788,-69.21948815821027,-54.294288533710834,432.2431790225684,250.06721700438476,564.6525933414312,70.59067753561375,193.1430427463247,133.696211206858,-0.01315963740533,-0.0215106576037709,-0.034670295009101,-0.0008697014816292,-0.0604984921182779,-0.0613681935999072,-0.0027111494383968,-0.0182393222988365,-0.0209504717372333,0.0012042020514867,-0.0402410680617281,-0.0390368660102414,-0.0078273286300981,-0.0226638005347589,-0.0304911291648571,-0.0078273133346637,-0.046850868868095,-0.0546781822027587,-0.0044690191053427,-0.0186414436505162,-0.0231104627558589,0.0004014006838288,-0.0405755686315855,-0.0401741679477566,0.0459569783968919,0.0242250802896157,0.0701820586865076,0.0134143708556284,0.0591955548919101,0.0726099257475385,0.6222222222222223
13,S014,3.468953815100686,7.369548896668202e-11,2.124429810678901e-11,2.60998937220446,-89.53972783996078,-79.49920359775209,-88.71721688084146,-59.76397491600718,-45.19840716589701,-44.269262390147695,91.36260367065664,631.6307573617829,189.38045959404687,47.71514106137377,70.5782384414536,217.8375972386104,-68.94418351827429,-52.076832307337206,-68.30366947908864,-66.90396837484737,-34.00041995281488,-48.96746426559485,162.6483046408244,419.6560253902893,224.7461298301792,126.67470255137049,142.61976465013194,68.1976643637164,-0.0043320415459515,-0.0157768202447189,-0.0201088617906704,0.0046830079780039,-0.0537740602077939,-0.04909105222979,0.0053694732161988,-0.0059381977174203,-0.0005687245012213,-0.0089646152721789,-0.0441281363366758,-0.0530927516088548,-0.0164400251656619,-0.0113047722123071,-0.0277447973779691,0.0006690011397148,-0.0511649557629061,-0.0504959546231911,-0.0052395109098331,-0.0029099836869831,-0.0081494945968164,0.0050175085478613,-0.0472055415793641,-0.0421880330315028,0.0047301063059876,0.0624495865017096,0.0671796928076972,-0.0395596826144575,0.0331455978820207,-0.0064140847324368,0.5777777777777778
14,S015,2.3271505039012297,1.15788978461024e-10,4.975568974456771e-11,4.337055443374752,-63.76871258004283,-65.4488722643634,-59.29737564587598,-66.3199573911214,-70.50229266469601,-66.19650151523665,109.04561382987713,499.28275276414126,378.2945233164192,50.21285941465364,15.246563453724251,27.169082442734656,-55.83853964183159,-88.0201178198924,-68.16069279025703,-54.832320625318445,-44.15628712687118,-39.4713042228609,291.1540182893184,308.3548826315962,1137.6629253432563,209.01886361191072,152.37637906306466,152.57533009353824,0.000359132757975,-0.0395158678072078,-0.0391567350492326,-0.0119751204008957,-0.0476970391938467,-0.0596721595947426,-0.0025977040964037,-0.0069730758777795,-0.0095707799741832,0.0090315153861504,-0.0677060424001173,-0.0586745270139668,0.0039340789715653,-0.0399356787729644,-0.0360015998013992,0.0052182088897758,-0.0575313559476551,-0.0523131470578792,-0.0064912413948223,-0.0108763498600761,-0.0173675912548984,0.0030774052426882,-0.0665018403486306,-0.0634244351059422,0.0040247909902005,0.0305568770355124,0.034581668025713,0.0586395325656048,0.0280297276655727,0.0866692602311775,0.6444444444444445
15,S016,1.8142454476799452,6.3726773840233465e-12,3.512577304340335e-12,2.852551404565631,-47.35105175408215,-55.26388415506356,-48.4965226880554,-55.76115182951333,-48.47909235435795,-61.433290556997655,135.63983759133288,248.546918780138,228.23474256813748,433.25091144703663,70.17770040941052,155.87758163818796,-77.51450829906165,-61.690400423919336,-60.41205296412658,-65.88626545259302,-69.11364735130891,-64.23126936877479,473.7347919352923,419.4458883056062,363.7526389906423,205.14750475919848,315.78787207100333,388.8552648140387,-0.0057166655459943,0.0467448821049995,0.0410282165590052,-0.001940103305173,-0.0408096184378327,-0.0427497217430057,-0.0036543615589437,0.0317067825900577,0.0280524210311138,0.003880206610346,-0.0643048142779426,-0.0604246076675965,-0.0054651158972875,0.0398444976439564,0.0343793817466687,0.0014049023934011,-0.0402744175260608,-0.0388695151326596,8.172707476313322e-05,0.0305791462367501,0.0306608733115132,-0.0014718025073726,-0.067114619064745,-0.0685864215721177,-0.0009938186236352,0.1651986983716413,0.1642048797480061,0.0233436017452458,0.1449671233266164,0.1683107250718623,0.5111111111111111
16,S017,2.7539710259593297,1.390737930825788e-10,5.049936683125896e-11,0.995158871349922,-74.68933550042168,-80.14135291548186,-78.59064997308633,-72.74923270100787,-64.9954385500028,-66.93590632825547,619.7391008140829,322.44577167509226,552.4275755394027,106.54708241016812,70.8691461874563,95.68593531981938,-64.63471121290512,-70.39823449802974,-43.48935711208063,-44.2928253538992,-47.90110715334413,-53.117418180305705,443.2567940879336,573.9892041731941,388.3837613366868,231.79423869460888,123.32202846137172,100.84760871446916,0.0058701876872529,-0.0133711319092558,-0.0075009442220028,-0.0070245119670059,-0.0812052385523276,-0.0882297505193335,-0.0046694962589671,-0.0083756411947149,-0.013045137453682,-0.0015387026213441,-0.0720752469923961,-0.0736139496137403,0.0046300289276,-0.0147342918799198,-0.0101042629523197,-0.0020070034191445,-0.0852192453906167,-0.0872262488097612,-0.0026835737091674,-0.0080349097760273,-0.0107184834851947,-0.0053520091177187,-0.0682619404960215,-0.0736139496137403,-0.0463612470103195,0.1438728088895793,0.0975115618792598,0.0050807788413679,0.0730405672472389,0.0781213460886068,0.5777777777777777
17,S018,1.7267110297339574,1.5233588893940155e-11,8.822315159640386e-12,1.8874546697206969,-67.34196930774552,-77.54584944748818,-73.02356667266817,-75.99940823605472,-70.75773710124518,-76.08915898838076,217.9739637159656,336.4424354568336,357.42850006631545,125.9584838723869,135.87379029343032,103.44600829928898,-75.17742647698591,-77.66569442356925,-78.92817441796166,-61.60590018926416,-48.34395715873841,-54.94261365691898,291.3670893045654,326.31990657233547,421.0007995112322,443.308607626501,391.199565355325,505.8694581796698,0.002630477624046,-0.0588184198989317,-0.0561879422748856,-0.0144504246178407,-0.0375182023764197,-0.0519686269942605,-0.0031937876142094,-0.043623844843757,-0.0468176324579665,0.0025422043309163,-0.0589996662866728,-0.0564574619557563,0.0037184437603202,-0.0615388568747211,-0.0578204131144008,-0.0228129388642763,-0.0374513022624483,-0.0602642411267246,0.001403690820263,-0.0505025145246903,-0.0490988237044273,-0.0045492077500609,-0.0613411702756747,-0.0658903780257357,0.0060740636768781,-0.2506762409314425,-0.2446021772545643,0.0123719641235404,-0.2505737709721244,-0.238201806848584,0.6
18,S019,1.2287691875386395,2.3453808573740287e-11,1.9087236896557323e-11,3.459792636266137,-87.54625218876542,-83.89704969128795,-85.6419041840565,-78.8815435964531,-67.71902689619891,-68.986923281653,163.59894083816425,1436.4379891515491,349.2645371574416,15.919515838376002,44.55805548563173,69.74567119155381,-78.35596272853098,-65.98356062008314,-75.53468932771875,-74.32957184375682,-73.93032812478168,-76.53079745019058,1464.509892688235,2138.5181908867767,1980.564557908512,147.7656245535042,129.35318808357957,211.63096896300863,-0.0013564014071942,-0.0096889238844902,-0.0110453252916844,0.0010035017095722,-0.0631653365652919,-0.0621618348557196,-0.0011204818663467,-0.0121228019266255,-0.0132432837929723,0.0125772214266391,-0.0625026615656773,-0.0499254401390381,0.0026487332620515,-0.0086015584011649,-0.0059528251391133,-0.0097005165258652,-0.0554718234585711,-0.0651723399844365,-0.0006058934027877,-0.0164528423698115,-0.0170587357725993,0.00180630307723,-0.0584217546134167,-0.0566154515361866,-0.0024613110221881,-0.0301991998225546,-0.0326605108447427,0.0239016237692084,-0.0667512380366081,-0.0428496142673997,0.5111111111111111
19,S020,1.959885829770564,2.1125242519158326e-11,1.0778812825863112e-11,2.633837011720665,-51.77076651239655,-60.99328998506447,-70.73952599688343,-72.16918535096387,-70.00207588869696,-75.26240291093522,225.9598881795296,252.4542509818426,231.0952950931805,214.89905179846124,232.7528842160354,263.7287257466607,-66.49407046376487,-57.30219479915325,-80.31680756658375,-64.94687640440456,-43.82517008731702,-53.720508121175484,718.1448089879848,608.2761307230618,1360.4499150579811,52.13287849454648,90.7061595764156,58.62586359849057,-0.0061825875378308,-0.0598631260882281,-0.066045713626059,0.0028767049007738,-0.077257272446094,-0.0743805675453202,0.0018871686883704,-0.0561736462412359,-0.0542864775528654,-0.0020070034191446,-0.0621653270240747,-0.0641723304432192,-0.0062165638572893,-0.0626880745779411,-0.0689046384352305,0.0080949137905496,-0.0847500852109004,-0.0766551714203507,-0.0001333681795787,-0.0583408394335302,-0.0584742076131089,0.0054189092316902,-0.0584858207556429,-0.0530669115239527,-0.0030080357824502,-0.0968253478526251,-0.0998333836350753,0.0015131604545728,-0.0989020325044326,-0.0973888720498597,0.6
20,S021,2.995924776983076,4.594347168237994e-11,1.5335322180100076e-11,4.490886477284221,-84.37538743852127,-86.5035930215193,-86.18097579933038,-75.40284725082982,-83.79118576888787,-78.4966703041738,1511.6416132364004,225.45464682886967,663.066218844167,546.3110653085173,211.8708036105588,283.66769144646946,-71.52056008082221,-67.7102462238624,-76.39476828452355,-73.11761512897083,-80.74874217879375,-75.42648363206793,979.5844546142864,597.6720274319792,646.8956662715633,198.5613017000683,290.3590194986264,260.59888350557696,-0.0060569569527716,-0.002580749978313,-0.0086377069310846,-0.0024084041029734,-0.0414688012690923,-0.0438772053720658,0.0005081887035756,-0.01587280427926,-0.0153646155756844,0.0027429046728309,-0.0603703598338254,-0.0576274551609945,0.0021290631153028,-0.0094242970306433,-0.0072952339153406,0.0006690011397148,-0.0458842087912104,-0.0452152076514955,0.0001520916710936,-0.0184555701917847,-0.018303478520691,0.0068238116250914,-0.0539479488925628,-0.0471241372674713,-0.0275674186455319,-0.0414242474929929,-0.0689916661385247,0.026776286506534,-0.0934031505452923,-0.0666268640387581,0.5333333333333334
21,S022,1.213913017830515,3.381987863126907e-11,2.7860215793477018e-11,2.766366394377677,-63.18663971394868,-66.60458793715046,-54.03646208231395,-68.85403809182091,-71.79865324502128,-69.47923520062372,337.389323657518,696.1203049168702,274.80260569059,336.51734727020386,85.91367255680585,55.18091857161205,-67.31641217774312,-72.16653537380708,-60.93520530203026,-31.434850918137773,-47.9579534899191,-40.56503354644375,606.1953493699441,619.9896139731135,507.174282948882,130.70956836637583,142.46741545433582,119.44042297182789,-0.0052197377566529,-0.0384654118657162,-0.0436851496223692,0.0012711021654582,-0.0821082894982895,-0.0808371873328313,0.0053041790232724,-0.0146203079263602,-0.0093161289030877,0.0036126061544602,-0.0655552192592685,-0.0619426131048083,-0.0046329130246191,-0.037746925030077,-0.0423798380546962,-0.0048168082059468,-0.073478174795968,-0.0782949830019149,0.0026770864188721,-0.0140043081567596,-0.0113272217378875,0.0028767049007738,-0.0686326245019568,-0.0657559196011829,0.1876372793664834,-0.0609373637454221,0.1266999156210613,0.168527924671806,-0.0469255412853865,0.1216023833864194,0.8444444444444443
