subject_id,rpl_alpha,tar,resting_alpha_power,resting_total_power,alpha_power_c3,alpha_power_c4,alpha_asymmetry,rpl_lower_beta,resting_lower_beta_power,rpl_upper_beta,resting_upper_beta_power,smr_strength,IAF_c3,alpha_peak_amp_c3,beta_peak_amp_c3,beta_center_freq_c3,aperiodic_exp_c3,IAF_c4,alpha_peak_amp_c4,beta_peak_amp_c4,beta_center_freq_c4,aperiodic_exp_c4,alpha_var_C3,alpha_cv_C3,alpha_var_C4,alpha_cv_C4,coherence_mu,coherence_beta,coherence_low_beta,coherence_upper_beta,pse_C3,pse_C4,pse_Cz,pse_avg,lzc_C3,lzc_C4,lzc_Cz,lzc_avg
S011,0.12360089036817339,1.170652666600039,1.5529328466147984e-12,1.2564091099902554e-11,1.1046297636381112e-12,1.6490876635365894e-12,0.4007119805047701,0.06763669271848438,8.497935690111535e-13,0.05307571881257748,6.668481663540352e-13,2.245159154657742,,1.3942221011402596,2.33913344920251,20.222392175565837,0.24321847406598296,,1.8242637991489552,1.555414169329269,18.629367088775574,0.2074990573224951,3.4431959180719484e-13,0.0034189174086859627,6.128234618527488e-13,0.006052821523822509,0.1278367920661889,0.1272102443016044,0.14129766307597508,0.1175009846264576,0.9998276812948483,0.9995446146357665,0.9996513020758929,0.9996745326688359,0.013578550648002305,0.02579924623120438,0.012220695583202074,0.017199497487469587
S012,0.11488642667974594,1.7310516670581098,1.0873180479238537e-12,9.464286420490994e-12,1.2528180024426861e-12,1.2898635676187705e-12,0.029141035327565845,0.08433820012792072,7.982008821993319e-13,0.08627984799294347,8.16577193721642e-13,2.4368313728553304,,0.8390575140223596,0.32483014532213683,20.878884755160364,0.23439880463529675,,2.183821652628707,4.034624091020351,27.504018483903543,0.3083468875926904,5.539994943099331e-13,0.00546507553034576,4.0646707229946256e-13,0.004025557779964188,0.10645080535874647,0.14719931408304376,0.14109331321528365,0.15086013968880074,0.9995516927521728,0.999668868187069,0.9998582893238716,0.9996929500877045,0.008147130388801382,0.04073565194400691,0.0027157101296004607,0.017199497487469583
S013,0.09905983898924074,2.04447908229221,7.41372763137607e-12,7.484090128776914e-11,8.439534179543222e-12,8.189414916423797e-12,-0.030084658550471488,0.10195466960496698,7.63037936373245e-12,0.1039270149665978,7.777991468247651e-12,3.8706288844532537,,1.3220945234735502,3.924700960680852,21.65600387804298,0.25148725309036124,,1.4222981961725698,3.7443160720411677,21.426359371900766,0.17957566730849003,3.7411987065712184e-12,0.03461937640904183,4.2974262698065155e-12,0.03922728826141306,0.11932032129621013,0.1379224087922504,0.14428682620514638,0.13518039865985895,0.9936359101049932,0.9907008643350685,0.9959053191648427,0.9934140312016347,0.013578550648002305,0.012220695583202074,0.013578550648002305,0.013125932293068895
S014,0.08906922440690006,1.9873230990778508,1.501759323404346e-11,1.6860586059936622e-10,9.223161525418108e-12,2.6040779192072998e-11,1.0379458623557873,0.05217440589009459,8.79691060636004e-12,0.03558933492687167,6.000570443504281e-12,2.4266797423187256,,2.257177860013922,1.6713291502376655,16.797768330626955,0.7070414732431083,,2.5963325920184173,1.8774739290205198,19.443881404916144,0.3048884432858011,3.758694168234278e-12,0.03451983441389533,1.25528554724226e-11,0.09738249977268573,0.14283402024005998,0.1357225646842343,0.1479079985141008,0.12817872329731536,0.9910260630959504,0.9627300158997414,0.9900258708124801,0.9812606499360573,0.01240201752233989,0.0027560038938533086,0.017914025310046506,0.011024015575413234
S015,0.1321552660696796,1.1173182451374373,1.1927373840391112e-11,9.025273222258383e-11,1.2129587085446678e-11,1.6266478998822873e-11,0.29345880556136095,0.09541528233062763,8.61148992612837e-12,0.07559648945269692,6.822789719541638e-12,4.381617093501241,11.222976492256935,3.5319257371049497,2.1091843522737315,22.966460340503712,0.5145341391454817,10.86888028462695,4.8845765556773255,1.759776117679754,21.527933327111107,0.4820170295703866,4.362718469347002e-12,0.03977100952824065,6.423766699227344e-12,0.054558182701754186,0.14181517931200346,0.17299655430536784,0.16426483862222474,0.1795372433007271,0.9929868527257363,0.9848150302044157,0.99229475922685,0.990032214052334,0.020367825972003456,0.0027157101296004607,0.0027157101296004607,0.008599748743734793
S016,0.2096880644027583,0.7468988273330077,6.486240285286398e-13,3.0932806327154386e-12,6.356315660123412e-13,1.0068968835572589e-12,0.4600093910710825,0.1494249939559099,4.622134398474376e-13,0.15642551345436115,4.838680112309436e-13,3.72001843162419,8.333390661552686,1.1221228953657845,2.4787227624331223,23.85827397427471,0.10000000000000019,11.938191252797681,1.9921992973392117,4.961730350896997,23.444804173340643,1.2532272690875816,2.431891308979143e-13,0.002423385815614233,3.7880269743336464e-13,0.0037648099048961207,0.21475149242772756,0.1257716607132807,0.13637492045188615,0.11766235475114091,0.9999791296489331,0.9995932896623794,0.9999949004739191,0.9998557732617438,0.0027157101296004607,0.0027157101296004607,0.019009970907203227,0.008147130388801382
S017,0.09453851048122126,1.287377672711423,1.762495359039373e-11,1.8643147116110614e-10,3.209430717517305e-11,1.2961829426220132e-11,-0.9066698274477503,0.10485960257647813,1.9549129973701733e-11,0.12003981494832461,2.2379199298723096e-11,1.967095266312029,,4.0682926329560186e-11,2.6795011500252177,17.035699398352904,1.6181455004822376,,0.6051344357408616,1.2549258645199597,23.104397099259447,1.999999999999973,5.120011805427881e-11,0.40887489176180064,2.7070132914426648e-12,0.02576123550864747,0.12962292013830712,0.12691581268033414,0.11211013128953898,0.13699866545055095,0.99079897272459,0.9993120805497331,0.9969910187972253,0.9957006906905161,0.0027157101296004607,0.07739773869361313,0.021725681036803685,0.03394637662000576
S018,0.12272851961461277,1.2767711502861134,9.457098947169377e-13,7.70570603871552e-12,7.723948928489405e-13,1.4965661964791873e-12,0.6614326220359175,0.16484883801318206,1.2702766865534134e-12,0.1294423688380263,9.974448432208207e-13,2.5225732469015867,,0.7472897635655744,2.3665793477593913,18.45027989669626,1.2005748539336523,,1.2945744970684825,1.6408768985346402,19.668411434734107,0.5704163139108852,4.936158330710689e-13,0.004902565986342225,5.459642331207465e-13,0.005383524572484738,0.12649188987137214,0.13481781657207212,0.1601859712955379,0.11698102435685016,0.9998585443564759,0.9996709175062118,0.9999564659947693,0.9998286426191524,0.0027157101296004607,0.07875559375841336,0.019009970907203227,0.03349375826507235
S019,0.14554466263035332,1.1838212356492845,3.4178919582666447e-12,2.3483457905613666e-11,3.257342165721171e-12,5.102755720642321e-12,0.4488691549182917,0.11749358179760112,2.759155582323742e-12,0.15441234150330016,3.6261357217999913e-12,7.042266880565116,12.08766834079716,5.1005433409676915,6.648888115036122,24.22168952420499,0.2104784717789472,12.364736731109142,5.043019945999485,7.435775994953013,25.031221467248393,0.1913659489425178,2.0081947725983393e-12,0.019468409301641672,2.655627940236432e-12,0.025539454118983104,0.12050624335621825,0.13288328264004606,0.12294966035655037,0.13960103814580066,0.9973442280794603,0.9966549560372863,0.9989719802291823,0.9976570547819762,0.0027157101296004607,0.019009970907203227,0.0027157101296004607,0.008147130388801384
S020,0.10433739564528301,1.5215263212073813,3.718967904798204e-12,3.564367197204749e-11,3.3717180881063543e-12,2.8774125206520356e-12,-0.15853097289191354,0.07278045455776336,2.594162648233426e-12,0.047339115033764034,1.687339887710507e-12,3.330936987703325,,1.493468127648963,3.714218819658008,26.72681284120654,0.9680654085263697,,0.11961526345143392,2.9476930720629944,19.523208187602872,1.7180144819738978,3.6068414190688012e-12,0.034802382447245366,2.2232267205125126e-12,0.021526165371256345,0.13807987817439538,0.1525991436318017,0.16041658375747583,0.14969012496704773,0.9987659049279423,0.9983733742467501,0.997291662809686,0.9981436473281261,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S021,0.16508210210530003,1.6555337858405093,3.532130378896554e-10,2.139620427563694e-09,1.0510077550915392e-09,6.8022942038082286e-12,-5.040244811429574,0.14742180844824376,3.154267128242443e-10,0.09032626727728787,1.9326392661206319e-10,7.189652078138607,,7.434897852229849,2.68446629180369,17.726139098796555,0.25792158129764214,8.520580522289594,4.438213894262094,4.992558908953928,17.395782041074405,0.24483303232186324,1.0862733373148308e-11,0.09266578336456614,8.469917550468725e-13,0.008369541085057865,0.12482875983501499,0.14727319530770255,0.1678211706784598,0.13402785425543506,0.9751194283073792,0.9992260773546643,0.9997725741754608,0.9913726932791681,0.010862840518401843,0.020367825972003456,0.0027157101296004607,0.011315458873335252
S022,0.09954452162988114,1.757731804229064,1.4753260139335936e-11,1.4820765520568158e-10,1.1878077489442481e-11,2.1593955546848985e-11,0.5977189663837379,0.08010206525617189,1.187173926874973e-11,0.06694741010606016,9.922118673912328e-12,4.718718762309699,,7.433633465189706,5.6911642988975695,28.119343979325762,0.19554119285864366,8.648174952128123,1.8578262381054114,1.3670732156108063,17.98828367478777,0.30259578613201604,6.201308768562331e-12,0.05440937374915451,2.0362222364568386e-11,0.16328769167362658,0.14870496848378437,0.14333339916170548,0.1411005356876925,0.14423218767839993,0.9870073631404417,0.9798014864289203,0.9895571489102298,0.9854553328265306,0.012220695583202074,0.013578550648002305,0.0027157101296004607,0.009504985453601613
S023,0.1766555545142916,1.0345782391659217,1.1542259916741231e-11,6.533765637019611e-11,1.0064698587762154e-11,1.6236492078734797e-11,0.478227194324802,0.13106016370581255,8.56316394003203e-12,0.09780374180190532,6.390267273572274e-12,5.246374478353722,,2.0538524030922907,4.070581496159228,28.00889867925813,0.16032258136079156,,1.823803369037835,5.6550625111851165,22.239245286800987,0.19853983170475994,6.427207494435756e-12,0.059368339387157174,3.724492857299806e-12,0.034706297920142785,0.13857929483865403,0.14703004676117382,0.1507194882515187,0.1434962260616309,0.997018633975758,0.9948395865359876,0.9936663535556614,0.995174858022469,0.005431420259200921,0.04616707220320783,0.0027157101296004607,0.018104734197336405
S024,0.16951913455902023,0.6540924407869888,1.6365619223664659e-12,9.654142741017099e-12,1.7045322676826075e-12,1.6645453692732949e-12,-0.023738708635704597,0.12680503187692377,1.2241938780190453e-12,0.23248112885173142,2.2444060025274038e-12,4.53168282144653,12.064322486717181,2.0419794394277404,2.8970177047408034,23.209091969495482,0.8871824194038176,11.85340707814602,3.482657134813995,6.166354622432522,25.462152219604,1.2792690693932867,7.279926414682157e-13,0.007178961260400711,1.2561052170085775e-12,0.012267347242500646,0.12951486634018605,0.13286785982038607,0.12121094143257205,0.14118426321151117,0.9996571610301422,0.9990672557566826,0.9996715470364946,0.9994653212744398,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S025,0.16480138958012194,0.6913789587159925,1.6269617562342055e-11,9.872257511780391e-11,1.4009849812956052e-11,2.7896141031911837e-11,0.6887277246900325,0.06902376692264062,6.814204014934177e-12,0.06515217490431999,6.431990481080029e-12,7.7638860307165345,11.271162024860674,11.674257489057927,5.9342487147745935,21.38228710575922,0.11181531367154494,10.510628734595535,2.6997589663216317,3.7571668021740634,21.414391331453288,0.2880276709723434,6.108149294409588e-12,0.05572216132065623,1.6530539682154423e-11,0.13072581436449987,0.15163605633464272,0.11973873239455182,0.11408276229346304,0.1237877276559942,0.9735497844165367,0.9728353343855388,0.9919046915703498,0.9794299367908085,0.0027157101296004607,0.0027157101296004607,0.010862840518401843,0.005431420259200921
S026,0.13926605175685586,0.9361589469561644,1.4006110707178124e-12,1.0057088953473992e-11,2.1231752159001347e-12,2.048320627127425e-12,-0.03589246039596716,0.19047274774294717,1.9156013672634323e-12,0.17075490627740353,1.717297281673962e-12,7.840619780972077,10.03409077877275,1.0991214658170612,7.046258158812167,21.773880492788585,0.2280320493130183,10.8078241960539,4.5133258772641,8.635104441442584,27.381729645481506,0.826926603985645,7.61938479867605e-13,0.007490799961768943,1.1487337539741146e-12,0.011165225311252774,0.1501904512213792,0.17552042575592433,0.15602482076181196,0.18993187252423827,0.999197730593449,0.9972368719938381,0.9999998853399312,0.9988114959757395,0.03258852155520553,0.012220695583202074,0.0027157101296004607,0.015841642422669354
S027,0.06921346989432561,1.362346785961856,2.550012794958324e-11,3.6842724383731324e-10,2.613774787808853e-11,3.0261341936942115e-11,0.14649050593992996,0.036079891334339274,1.329281492226038e-11,0.033234584619638845,1.2244526411491502e-11,4.963337993254662,11.441840712264074,7.468447140410837,4.708286990303185,23.396342618326713,0.3708672464251594,11.464050541728248,2.4634662412285833,1.1379018068415563,22.66614600291397,0.23258807801851136,3.6782468596182495e-11,0.27262579030912987,1.3874045099795756e-11,0.1132407459337231,0.16626802008386735,0.13165098129338132,0.11882815932269633,0.1403168487522793,0.9156023697705415,0.9735244813635088,0.984651281804883,0.9579260443129778,0.008147130388801382,0.0801134488232136,0.08282915895281406,0.05702991272160968
S028,0.11078704540524188,1.4581498742655616,1.9756181254028514e-11,1.783257345817235e-10,1.7735712556958938e-11,1.1386950183763473e-11,-0.44311228644099643,0.07354131239921988,1.3114308555694894e-11,0.04492343113430446,8.011003856956312e-12,4.2187415746779,9.323841642027936,3.4267398916850755,2.392980309215027,15.25865094855937,0.18826309753941337,8.996072869958294,2.7807658934676205,1.7973387810158445,18.330667377825545,0.2682637555901985,9.615533573341366e-12,0.0844505094122875,5.786763547139721e-12,0.052592730790555146,0.13409540990830332,0.1149998487231846,0.10845470489154958,0.11892243960641088,0.9792977256283439,0.9869967649697932,0.9764894802148278,0.9809279902709883,0.0312306664904053,0.04345136207360737,0.0027157101296004607,0.025799246231204376
S029,0.5066548096677023,0.15656312346980392,1.4251112648843477e-11,2.8127854264702035e-11,7.370569079098067e-12,1.4377526298596326e-11,0.6681713949161789,0.11508823688678897,3.237185154733105e-12,0.12183185280016033,3.4268686003615404e-12,9.578301081559907,11.694801642432065,7.93561198117504,6.206172076707156,22.810132924960303,0.18707306050091851,11.503535829043365,11.189839940955498,9.658580039705631,23.246064351075947,0.14703206877012007,2.3494946992292036e-12,0.022729523995552937,7.405023769397804e-12,0.06604455033792357,0.15628065441820077,0.14594168780431746,0.1800904562129957,0.1220167327522445,0.996495864544134,0.9508883899555975,0.9867853754327668,0.9780565433108328,0.05567205765680945,0.013578550648002305,0.0027157101296004607,0.02398877281147074
S030,0.3672939047587243,0.30838524789889027,2.343844537492888e-12,6.381386968652697e-12,1.6624915453493719e-12,1.7524125665097569e-12,0.05267603992925629,0.10231325322059617,6.52900460822376e-13,0.12748836276082615,8.135525767768036e-13,3.113000903189345,11.851138887801898,3.486954205138366,2.445747388625822,23.31370655242713,1.5167975990631843,10.221280131879018,1.7351443208039001,2.7412708385614306,26.28949508084029,1.167265087241855,6.17788198344704e-13,0.006127749002270369,1.010537992058827e-12,0.010020119791212392,0.16703867794120136,0.1741736964041968,0.1677667120157994,0.1799898936273047,0.9997845236145555,0.9998619033208854,0.999362650363539,0.9996696924329934,0.010862840518401843,0.0027157101296004607,0.0312306664904053,0.014936405712802534
S031,0.16914920433142816,2.1802278756594453,4.454828505790057e-12,2.6336680230912227e-11,3.434395368562477e-12,4.103276834620322e-12,0.1779449930699606,0.09221968281920734,2.428760297405614e-12,0.08907119335582508,2.345839537198119e-12,7.901843051805436,,6.341532579698676,4.219431370711172,29.999999999999996,1.0214116170184255,8.023816846188101,8.811063746502494,3.7887769255759736,17.352758182684624,0.37517583630962176,2.1855633420073206e-12,0.021058314012036543,2.152836703408329e-12,0.020810737755368198,0.16124569210853706,0.1482503603302459,0.12736784193632156,0.16304324691489186,0.9959354153506107,0.993104632141184,0.9861486901727915,0.9917295792215287,0.052956347527208986,0.028514956360804835,0.023083536101603915,0.03485161332987258
S032,0.07081436861030645,1.718149608276157,1.582690293770012e-11,2.234984685776983e-10,6.026259958438113e-12,8.511178700749983e-12,0.34525386147388915,0.08820815546850906,1.97143876632753e-11,0.08099292948946418,1.8101795706516746e-11,4.569841276189642,10.854084158574379,1.806924451887457,5.5022324525279735,21.676713574255338,0.23914280220939083,,1.972719956727453,2.449518509846966,23.104796304371128,1.6241394215871203,2.2999154523929596e-12,0.021941347465126382,2.788544129633775e-12,0.0261819405094491,0.10756912491979354,0.12004613967410148,0.12486338454342305,0.11588755968394523,0.9962052642070223,0.9978407931922774,0.9848464507735928,0.9929641693909641,0.13985907167442374,0.0896184342768152,0.0027157101296004607,0.07739773869361313
S033,0.26423150335689666,0.4309461492518828,7.990333663331201e-12,3.0239897823760566e-11,9.45781329010179e-12,1.270845272137061e-11,0.29542613760628456,0.20573927035958742,6.221534514008974e-12,0.10782013030612184,3.260469723801674e-12,12.79383900023894,10.127549572258237,13.590905864881801,8.63748927840705,18.91731005879136,0.1477302714129864,10.437807220459025,11.942713335160795,8.694974262243136,18.72399855042226,0.3257936644987601,2.0072178727261113e-11,0.15027287509346157,9.705567617923309e-12,0.08422891217174203,0.15919746765615972,0.1358516075023958,0.14417743750649809,0.12923131526878945,0.9039285668171211,0.9476279388464267,0.9879331800398298,0.9464965619011259,0.0027157101296004607,0.0027157101296004607,0.04616707220320783,0.017199497487469583
S034,0.08828127627350649,0.8053408459735042,2.10020197718303e-11,2.378989142246132e-10,2.9431387813582236e-11,2.795409098514015e-11,-0.051498160684460004,0.014268576426063247,3.394478839291358e-12,0.012387623255165405,2.9470021222274185e-12,7.528423089513971,8.778628929319094,5.896204239772344,2.71780501006721,19.530600065917984,0.4385920030214159,10.178217371182482,9.092435069885948,1.868653967094129,19.440640424169192,0.2740216649937892,1.962896863822299e-11,0.15683449014749296,1.7747612465289674e-11,0.1436734222797816,0.13798038863746234,0.14571426296769643,0.14648056299665238,0.14487302927892834,0.9131655891528114,0.9067092914046799,0.9858186187221406,0.935231166426544,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607
S035,0.3889373710798485,0.3604549569357779,5.345134316650596e-12,1.3742917791135181e-11,5.4611146299196294e-12,9.128780620535714e-12,0.513779214647176,0.14642031007947054,2.0122422843746855e-12,0.1371019956893717,1.8841814557596055e-12,11.436160329937557,11.684102427875295,10.754010602839964,2.648502420645835,21.28584741178985,0.22878063310134936,11.363199809029949,12.0575854435444,4.71911764600587,21.451006568402352,0.16259605726272386,3.279969922104122e-12,0.03157869624308441,7.616655388626827e-12,0.06977039796817956,0.14967777784394018,0.14480975085169162,0.16532460088906753,0.13033389543158208,0.9888972516646591,0.9681653108183438,0.9995603159542246,0.9855409594790757,0.08826057921201498,0.0027157101296004607,0.10862840518401844,0.0665348981752113
S036,0.18987416704876395,0.6851922597087693,9.33091662844181e-12,4.9142633637178356e-11,1.8313756665348916e-11,6.155387894243937e-12,-1.090324729137695,0.14648626001435272,7.198720608765785e-12,0.13706843658100074,6.735903962120935e-12,11.940403897793828,8.550892155069198,2.4715780393982576,7.676687371894699,20.969078720542935,0.23761199232003022,,13.396255181071648,12.624682202635578,26.597738322954072,0.9086189667414563,8.327030980002882e-12,0.07432910913065674,1.749664899934114e-12,0.016974211444251697,0.12806503751173323,0.12857477779179952,0.15409809302634248,0.10994780208655557,0.9900680200071719,0.9989900315509115,0.9993882817658087,0.9961487777746307,0.02579924623120438,0.016294260777602765,0.03258852155520553,0.02489400952133756
S037,0.06973674825773164,2.087714900599432,1.0540020760612488e-12,1.5114012373589454e-11,5.747140938739945e-13,1.7076865707657683e-12,1.0890221618384395,0.08946836645442559,1.352225997637024e-12,0.1265527095286091,1.91271921772667e-12,4.578807298414269,,3.2760472930832303,3.373723008749854,25.349465980433514,0.9605959764022307,,1.7288539397714893,5.78478361697277,27.09664200524406,0.9132073770365117,9.40932120292693e-13,0.009339505501836577,2.010995681721233e-12,0.01961928776432029,0.22434734071767676,0.20720667786094193,0.20270440124377512,0.21097296782294833,0.9997157765387085,0.9984147671148774,0.9966827964376596,0.9982711133637485,0.008147130388801382,0.021725681036803685,0.0027157101296004607,0.010862840518401843
